title,company_name,location,exp_years,city,level,time,category,year
Senior Mean Stack Developer,Infinity Business Solutions,"Heliopolis, Cairo",6,Heliopolis,Experienced,Full Time,Software Engneering,2020
Xamarin Developer,Softec International,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2020
Senior Full Stack Developer,PanExcel,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2020
Senior Front End Developer (Angular),3i Vision LTD.,"Dokki, Giza",3,Dokki,Experienced,Full Time,Software Engneering,2020
Senior Python Developer,ExaServe LLC,"Nasr City, Cairo",5,Nasr City,Experienced,Full Time,Software Engneering,2020
IT Specialist,Dawlia,"6th Of October, Giza",1,6th Of October,Entry Level,Full Time,IT Category,2020
Travel Consultant (Team Leader Trainee),DYNINNO Egypt,"Smart Village, Giza",3,Smart Village,Experienced,Full Time,Software Engneering,2020
Mobile App Developer,nichepharma,"Sheikh Zayed, Giza",0,Sheikh Zayed,Manager,Internship,Software Engneering,2020
Flutter Developer,nichepharma,"Sheikh Zayed, Giza",1,Sheikh Zayed,Entry Level,Full Time And Part Time,Software Engneering,2020
Commissioning Software Development Engineer,Egyptrol,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2020
Senior Software Developer - C++,EastNets,"Cairo, Egypt",6,Cairo,Experienced,Full Time,Software Engneering,2020
Junior Software Engineer .Net,Path-Solutions,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2020
Software Development Manager,Corporate Stack Solutions,"New Cairo, Cairo",5,New Cairo,Manager,Full Time,Software Engneering,2020
IT Specialist - New Cairo,Egyptian Language School,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,IT Category,2020
Group IT Manager,Unknown,"Ameria, Alexandria",10,Ameria,Manager,Full Time,IT Category,2020
.NET Angular Software Developer,Xceed,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2020
Sr. Mobile Software Developer (React Native),shop4build,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2020
