title,company_name,location,exp_years,city,level,time,category,year
Information Security Expert,Etisalat Misr,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Technical (Tier 2) Support Specialist - English...,Concentrix,"6th Of October, Giza",1,6th Of October,Entry Level,Full Time,Software Engneering,2021
UI/UX Lead,Rytalo,"Obour City, Cairo",6,Obour City,Manager,Full Time,Software Engneering,2021
Business Unit Manager - Cardiovascular Portfolio,Multicare,"New Cairo, Cairo",3,New Cairo,Manager,Full Time,Software Engneering,2021
Data Center & Systems Administrator,AIU,"Alamein, Matruh",3,Alamein,Experienced,Full Time,Software Engneering,2021
Service Desk Specialist,Confidential,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Application Support Specialist - ORACLE Fusion...,Al-Amal Al-sharif For Plastic,"10th Of Ramadan City, Cairo",2,10th Of Ramadan City,Experienced,Full Time,Software Engneering,2021
Test Automation Engineer,Expleo,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
System Specialist,Etisalat Misr,"Cairo, Egypt",0,Cairo,Entry Level,Full Time,Software Engneering,2021
Calypso Architect,SSC Egypt,"Cairo, Egypt",7,Cairo,Experienced,Full Time,Software Engneering,2021
Production Pharmacist - Solid Dosage Forms,Multicare,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,Software Engneering,2021
Graphic Designer / Social Media Specialist,Horizon Chemical for Special Chemicals,"Alexandria, Egypt",3,Alexandria,Experienced,Full Time,Software Engneering,2021
Account Manager,Minds,"Nasr City, Cairo",0,Nasr City,Entry Level,Full Time,Software Engneering,2021
Purchasing Manager,Tafaseel. Co,"Nasr City, Cairo",2,Nasr City,Manager,Full Time,Software Engneering,2021
Project Manager,Archer Solutions,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior UI/UX Designer,Digital Harbor,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2021
Business Analyst,e Aswaaq Misr,"Giza, Egypt",2,Giza,Experienced,Full Time,Software Engneering,2021
Senior DevOps Engineer - Cairo,MoneyFellows,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Senior Cyber Security Engineer (New Cairo),Ibn Sina Pharma,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior Integration Engineer,Centro Global Solutions,"Heliopolis, Cairo",7,Heliopolis,Experienced,Full Time,Software Engneering,2021
Technical & Network Support Specialist For...,Wide Horizons,"Alexandria, Egypt",2,Alexandria,Experienced,Full Time,Software Engneering,2021
Graphic Designer & Social Media Specialist,The KPI Institute,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Inside Sales Consultant (International Markets),citPEAK,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Lighting Engineer,Samaya Electronics Egypt LTD,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Senior Quality Control Engineer,Shory,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Business Analyst/ Implementation Consultant,FlairsTech,"Cairo, Egypt",7,Cairo,Experienced,Full Time,Software Engneering,2021
Technical Sales Architect,Sumerge,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2021
Technical Support Engineer,Confidential,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2021
Information Technology Operations Senior Manager,eelu,"Dokki, Giza",15,Dokki,Manager,Full Time,Software Engneering,2021
Technical Sales Architect - KSA,Sumerge,"Riyadh, Saudi Arabia",4,Riyadh,Experienced,Full Time,Software Engneering,2021
Cloud Solution Architect - R&D,Link Datacenter,"Dokki, Giza",2,Dokki,Experienced,Full Time,Software Engneering,2021
SDE - 2,Confidential,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
UI/UX Designer,Nexta,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Project Manager,El-Moasser Books,"Heliopolis, Cairo",5,Heliopolis,Manager,Full Time,Software Engneering,2021
Senior OFSAA Consultant,Apps Pro,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Technical Team Leader,Softec Technologies,"Maadi, Cairo",6,Maadi,Manager,Full Time,Software Engneering,2021
Business Analyst Team Leader (Freelance 2-Month...,Qsource,"Sheraton, Cairo",5,Sheraton,Manager,Full Time,Software Engneering,2021
Data Engineer,Paymob Solutions,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Senior Database Administrator,B.Tech,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
QC Engineer MEP,EGICAT,"Dokki, Giza",0,Dokki,Entry Level,Full Time,Software Engneering,2021
Mobile Repair Engineer (Cairo),OPPO Egypt,"Nasr City, Cairo",1,Nasr City,Entry Level,Full Time,Software Engneering,2021
Front End Team Leader - React,700 apps,"Mohandessin, Giza",10,Mohandessin,Manager,Full Time,Software Engneering,2021
Technical Engineer,reBuyTech,"6th Of October, Giza",1,6th Of October,Entry Level,Full Time,Software Engneering,2021
Linux/Docker Administrator,Penta-b,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2021
Implementation & Technical Support Engineer,eVision,"New Cairo, Cairo",0,New Cairo,Entry Level,Full Time,Software Engneering,2021
Help Desk Specialist,Universal Payment Services,"Nasr City, Cairo",2,Nasr City,Experienced,Full Time,Software Engneering,2021
UI/UX Web Designer,Dimofinf Operations Center,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Senior System Administrator,Orient,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
Financial Controller,Confidential,"New Cairo, Cairo",7,New Cairo,Manager,Full Time,Software Engneering,2021
Java Micro-Services Team Leader,DIRAC SYSTEMS,"Heliopolis, Cairo",6,Heliopolis,Manager,Full Time,Software Engneering,2021
Cloud Sales Specialist,Athear,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Auto Lighting Design Engineer,Samaya Electronics Egypt LTD,"Nasr City, Cairo",5,Nasr City,Experienced,Full Time,Software Engneering,2021
Technical Writer,Wakeb Data,"Mohandessin, Giza",2,Mohandessin,Experienced,Full Time,Software Engneering,2021
System Analyst,Spark Systems,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
HR Manager,Solaimaneyah,"Giza, Giza",10,Giza,Manager,Full Time,Software Engneering,2021
Logistics Coordinator,One Point Holding,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,Software Engneering,2021
Junior 2nd Line Support & Operations Engineer,Cashcall,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Warehouse Manager - Pharmaceutical,Multicare,"New Cairo, Cairo",3,New Cairo,Manager,Full Time,Software Engneering,2021
Technical Officer - Community Empowerment Project,Terre des hommes,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
SR. System & Network Administrator,Barkotel,"Sheraton, Cairo",5,Sheraton,Experienced,Full Time,Software Engneering,2021
Data Center Manager,B.Tech,"Nasr City, Cairo",8,Nasr City,Manager,Full Time,Software Engneering,2021
Localization Support Specialist,Future Group,"Mohandessin, Giza",1,Mohandessin,Entry Level,Full Time,Software Engneering,2021
System Engineer,"Roaya IT Solutions,","Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Senior Technical Writer,700 apps,"Mohandessin, Giza",5,Mohandessin,Experienced,Full Time,Software Engneering,2021
PHP Team Leader,Brmaja,"New Cairo, Cairo",7,New Cairo,Manager,Full Time,Software Engneering,2021
Data Engineer,Second profit,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Quality Control Engineer (Data Management),Confidential,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Data Production Delivery and Support Engineer,Confidential,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Android Technical lead,A1Softech,"Cairo, Egypt",5,Cairo,Manager,Full Time,Software Engneering,2021
Draftsman- RFQ,Smart System,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
Industrial Engineering Engineer - Alexandria Plant,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt),"Ameria, Alexandria",0,Ameria,Entry Level,Full Time,Software Engneering,2021
Java Architect,Cegedim,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
SAP 4HANA Specialist (Multinational) - Factory,Pillars,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Creative Graphic Designer,Confidential,"Abdeen, Cairo",2,Abdeen,Experienced,Full Time,Software Engneering,2021
Senior Network Administrator,New Egypt Gold,"Obour City, Cairo",7,Obour City,Experienced,Full Time,Software Engneering,2021
Senior Data Scientist,Nana,"Sheraton, Cairo",4,Sheraton,Experienced,Full Time,Software Engneering,2021
Senior Sales Representative,8X Egypt,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Sales Representative,8X Egypt,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
SAP ABAP Consultant,Talaat Moustafa Group,"Dokki, Giza",1,Dokki,Entry Level,Full Time,Software Engneering,2021
Sales Consultant,Compu master,"Maadi, Cairo",1,Maadi,Entry Level,Full Time,Software Engneering,2021
Front-End Team Lead,INTDV,"Maadi, Cairo",6,Maadi,Manager,Full Time,Software Engneering,2021
Full Stack Tech Lead,Dayra,"Zamalek, Cairo",6,Zamalek,Manager,Full Time,Software Engneering,2021
Front End Lead Angular,FILLFLIX for Software,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
Digital Marketing Intern,STEP,"Madinaty, Cairo",0,Madinaty,Entry Level,Internship,Software Engneering,2021
Project Officer,Handicap International,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Solution Implementation Engineer,CX Global,"Nasr City, Cairo",0,Nasr City,Entry Level,Full Time,Software Engneering,2021
Project Manager,TurnDigital,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
Internal Communication & Wellbeing Manager,Majorel Egypt,"Cairo, Egypt",5,Cairo,Manager,Full Time,Software Engneering,2021
Graphic Designer ( Internship is available ),Trust Creative Solutions,"Smouha, Alexandria",28,Smouha,Entry Level,Full Time,Software Engneering,2021
Sales Executive,Crevisoft Corporation,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Presales Engineer,Alkan CIT,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Surveyor,Ascom for Mining & Geology,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Presales Engineer,BTC Networks Egypt,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
Odoo ERP Application Manager,Bingo Global,"New Nozha, Cairo",1,New Nozha,Entry Level,Full Time,Software Engneering,2021
Senior Java Solutions Architect,700 apps,"Mohandessin, Giza",5,Mohandessin,Experienced,Full Time,Software Engneering,2021
Sales Representative,Elkenany Group,"Nasr City, Cairo",3,Nasr City,Experienced,Full Time,Software Engneering,2021
Electrical Engineer,Chloride,"Abu Rawash, Giza",3,Abu Rawash,Experienced,Full Time,Software Engneering,2021
Product Manager,Medisave Pharmaceuticals,"New Cairo, Cairo",5,New Cairo,Experienced,Full Time,Software Engneering,2021
ABAP Deveopler,IGI-Group,"Sheikh Zayed, Giza",3,Sheikh Zayed,Experienced,Full Time,Software Engneering,2021
Senior Linux System Engineer,Link Datacenter,"Dokki, Giza",3,Dokki,Experienced,Full Time,Software Engneering,2021
Odoo Implementer,E3mel Business for Financial & Managerial Consultancy,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Oracle Database Administrator,Xceed,"Maadi, Cairo",1,Maadi,Experienced,Full Time,Software Engneering,2021
Social Media Specialist,Confidential,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Functional Analyst,Dolf,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,Software Engneering,2021
E-Commerce Marketing Manager,Khafagy,"Giza, Egypt",4,Giza,Manager,Full Time,Software Engneering,2021
ERP Senior System Analyst,Etisalat Misr,"Cairo, Egypt",4,Cairo,Experienced,Full Time,Software Engneering,2021
Solution Architect,Silicon Egypt,"Nasr City, Cairo",7,Nasr City,Experienced,Full Time,Software Engneering,2021
Sales Representative,DigitalYard,"Heliopolis, Cairo",1,Heliopolis,Entry Level,Full Time,Software Engneering,2021
Project Manager,AXA Egypt,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
SIS Officer,El Sewedy Education - The Knowledge Hub Universities,"New Cairo, Cairo",1,New Cairo,Entry Level,Full Time,Software Engneering,2021
Sr. SIS Officer,El Sewedy Education - The Knowledge Hub Universities,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Sr. Compensation & Benefits Specialist,TAQA Gas,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Principal Engineer,Confidential,"Maadi, Cairo",10,Maadi,Manager,Full Time,Software Engneering,2021
Architect,pure group,"6th Of October, Giza",3,6th Of October,Experienced,Full Time,Software Engneering,2021
English Instructor,Egypt University of Informatics (EUI),"New Capital, Cairo",5,New Capital,Experienced,Full Time,Software Engneering,2021
General Accountant,EGICAT,"Dokki, Giza",6,Dokki,Experienced,Full Time,Software Engneering,2021
Technical Coordinator,ContrackFM,"Shubra, Cairo",1,Shubra,Entry Level,Full Time,Software Engneering,2021
ERP Sales Account Manager,IT Systems Corporation,"6th Of October, Giza",3,6th Of October,Experienced,Full Time,Software Engneering,2021
Mechanical Design Engineer -Solidworks,Confidential,"10th Of Ramadan City, Sharqia",0,10th Of Ramadan City,Entry Level,Full Time,Software Engneering,2021
Business Intelligence Team Leader,Excel Systems,"Sheikh Zayed, Giza",7,Sheikh Zayed,Manager,Full Time,Software Engneering,2021
Junior Field Service Engineer,Life Medical Consult,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Senior/Lead Quality Control Engineer,Penta-b,"Nasr City, Cairo",4,Nasr City,Experienced,Full Time,Software Engneering,2021
Finance Manager,Egypt University of Informatics (EUI),"Cairo, Egypt",12,Cairo,Manager,Full Time,Software Engneering,2021
Wholesale Manager - Food Products,Confidential,"Obour City, Cairo",8,Obour City,Manager,Full Time,Software Engneering,2021
SRE & Support Engineer - Cairo,Cegedim,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
English/Arabic Senior Translator,The Translation Gate,"Maadi, Cairo",3,Maadi,Experienced,Full Time,Software Engneering,2021
Sales Account Manager,Arabic Localizer,"Mohandessin, Giza",1,Mohandessin,Entry Level,Full Time,Software Engneering,2021
Senior ERP AX Functional Consultant,EME International,"Maadi, Cairo",4,Maadi,Experienced,Full Time,Software Engneering,2021
Sales Engineer,Silicon Mind,"Smouha, Alexandria",1,Smouha,Entry Level,Full Time,Software Engneering,2021
Full Stack Engineer (Ruby On Rails),Educatly,"Downtown, Cairo",2,Downtown,Experienced,Full Time,Software Engneering,2021
Senior UI/UX Designer,700 apps,"Mohandessin, Giza",4,Mohandessin,Experienced,Full Time,Software Engneering,2021
Senior Sales Account Manager (Government or...,egabi solutions,"Cairo, Egypt",5,Cairo,Experienced,Full Time,Software Engneering,2021
PCB Designer Engineer,IEGco,"Maadi, Cairo",2,Maadi,Experienced,Full Time,Software Engneering,2021
Web / Graphic Designer,ACTS,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
3D Character Animator,Confidential,"New Cairo, Cairo",2,New Cairo,Experienced,Full Time,Software Engneering,2021
Senior Quality Control Engineer (Automation),700 apps,"Mohandessin, Giza",5,Mohandessin,Experienced,Full Time,Software Engneering,2021
ERP Consultant - Supply Chain,Azdan Business Analytics,"Cairo, Egypt",2,Cairo,Experienced,Full Time,Software Engneering,2021
Senior Digital Marketing Executive,LG Electronics,"New Cairo, Cairo",3,New Cairo,Experienced,Full Time,Software Engneering,2021
Medical Quality Specialist,Confidential,"Cairo, Egypt",1,Cairo,Entry Level,Full Time,Software Engneering,2021
Quality Control Team Leader,AlgorithmZ –Tooli,"Nasr City, Cairo",4,Nasr City,Manager,Full Time,Software Engneering,2021
Sales Account Manager,Tawzef,"Cairo, Egypt",3,Cairo,Experienced,Full Time,Software Engneering,2021
Technical Solutions Delivery Manager,Streams,"Mohandessin, Giza",5,Mohandessin,Manager,Full Time,Software Engneering,2021
Frontend Engineer,Confidential,"Maadi, Cairo",5,Maadi,Experienced,Full Time,Software Engneering,2021
Sales Executive,Zammit,"New Cairo, Cairo",0,New Cairo,Entry Level,Full Time,Software Engneering,2021
HVAC Design Engineer,CPAS,"Heliopolis, Cairo",3,Heliopolis,Experienced,Full Time,Software Engneering,2021
Senior Graphic Designer,TACC Network,"Heliopolis, Cairo",2,Heliopolis,Experienced,Full Time,Software Engneering,2021
