title,company_name,exp_years,location,city,level,time,category,year
Operation Manager,Smartistic Education Technology Co,2,"Sheikh Zayed, Giza",Sheikh Zayed,Manager,Full Time,Software Engneering,2020
Sales Engineer,Madar plus,1,"Obour City, Cairo",Obour City,Entry Level,Full Time,Software Engneering,2020
WordPress Developer,Digital Experts,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Export Sales (Business Development) Manager -...,Unknown,5,"Garden City, Cairo",Garden City,Manager,Full Time,Software Engneering,2020
Power BI Developer,Global Brands,3,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Unity VR / AR Developer,Unknown,4,"Mokattam, Cairo",Mokattam,Experienced,Full Time,Software Engneering,2020
Business Development Manager,Duob Recruitment,3,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Senior Vue Developer,Our Education,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
PHP & WordPress Developer - Mansoura,PICOOK SOLUTIONS,3,"Mansoura, Dakahlia",Mansoura,Experienced,Full Time,Software Engneering,2020
Technical System Engineer,Tafeel,4,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Business Development Specialist,Cairo Shades,2,"6th Of October, Giza",6th Of October,Experienced,Full Time,Software Engneering,2020
Sales Engineer,Madar plus,1,"Obour City, Cairo",Obour City,Entry Level,Full Time,Software Engneering,2020
Key Accounts Sales Admin,Talabat,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Chief Accountant,Summer Moon Co.,7,"Bourj Alarab, Alexandria",Bourj Alarab,Manager,Full Time,Software Engneering,2020
ERP Application Manager,BituNil,10,"Heliopolis, Cairo",Heliopolis,Manager,Full Time,Software Engneering,2020
Graphic Designer,Zaytoun development,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Mobile Application Developer,Egybell,2,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Testing Automation Engineer - Alexandria,Softxpert Incorporation,1,"Alexandria, Egypt",Alexandria,Entry Level,Full Time,Software Engneering,2020
E-Learning Content Developer,Unknown,3,"Mokattam, Cairo",Mokattam,Experienced,Full Time,Software Engneering,2020
.Net Developer-Banha,Z2 Data,1,"Banha, Qalubia",Banha,Entry Level,Full Time,Software Engneering,2020
Senior BI Developer,MigrationIT.com,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Head of Business Development,CASHU,7,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
.Net Team Lead,National Technology,5,"Nasr City, Cairo",Nasr City,Manager,Full Time,Software Engneering,2020
Senior Network Engineer,QuadraTech for Information Technology,5,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
DevOps Engineer,Wireless Dynamics,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
IT Help Desk Specialist,Fawry Banking & Payment Technology Services,0,"Mokattam, Cairo",Mokattam,Entry Level,Full Time,IT Category,2020
IT Technical Support Specialist,Softex,2,"New Cairo, Cairo",New Cairo,Experienced,Full Time,IT Category,2020
IT Help Desk Agent,PICO,1,"Zamalek, Cairo",Zamalek,Entry Level,Full Time,IT Category,2020
IT Specialist,Byotat Real Estate,3,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,IT Category,2020
IT Specialist,Petrological Integrated Solutions,1,"Stanley, Alexandria",Stanley,Entry Level,Full Time,IT Category,2020
IT Corporate Sales Executive,CLS Learning Solutions,3,"Dokki, Giza",Dokki,Experienced,Full Time,IT Category,2020
IT Technical Support Specialist,Proserv.,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,IT Category,2020
IT Specialist - Cairo,Mishkat Nour,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time And Part Time,IT Category,2020
IT Technical Support Engineer- Mahalla Kubra,Aktan Misr,1,"Mahalla Kubra, Gharbia",Mahalla Kubra,Entry Level,Full Time,IT Category,2020
IT Projects Manager,Unknown,5,"Cairo, Egypt",Cairo,Manager,Full Time,IT Category,2020
IT Help Desk Specialist,Xceed,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,IT Category,2020
IT Manager,Ameco Medical Industries,8,"10th Of Ramadan City, Sharqia",10th Of Ramadan City,Manager,Full Time,IT Category,2020
SR. IT Support Engineer,360Imaging,2,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,IT Category,2020
IT Help Desk Specialist - Damietta,MTS,3,"New Damietta, Damietta",New Damietta,Experienced,Full Time,IT Category,2020
Senior IT Specialist - Cairo,Orchidia Pharmaceutical Industries,2,"Cairo, Egypt",Cairo,Experienced,Full Time,IT Category,2020
Software Business Analyst - Mansoura,AlQemam For Programming,1,"Mansoura, Dakahlia",Mansoura,Entry Level,Full Time,Software Engneering,2020
IT Manager ( El Katib Hospital ),Cleopatra Hospitals Group,5,"Dokki, Giza",Dokki,Manager,Full Time,IT Category,2020
IT Help Desk,Unknown,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,IT Category,2020
IT Officer - Alexandria,Egyptian British International School,2,"Smouha, Alexandria",Smouha,Experienced,Full Time,IT Category,2020
Senior Full Stack Developer,Unknown,4,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
.NET Team Leader - Cairo,Unicom Group,4,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Front End Angular Developer R2,YELO,2,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Senior Quality Control Engineer,Tafeel,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Service Desk Specialist,Rashideen Egypt for Trade,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
SharePoint Lead,Excel Systems,5,"Sheikh Zayed, Giza",Sheikh Zayed,Manager,Full Time,Software Engneering,2020
Senior .NET / Back-End Engineer,Infinity Business Solutions,8,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Customer Support Specialist,FaceGraph,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Associate Presales Engineer,Sumerge,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Corporate Sales Executive,Unknown,2,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Product Development Specialist,Easy Cash,1,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Business Development Manager,TACC Network,3,"Heliopolis, Cairo",Heliopolis,Manager,Full Time,Software Engneering,2020
Business Strategist - Saudi Arabia - Riyadh,Enwan,1,"Riyadh, Saudi Arabia",Riyadh,Entry Level,Full Time,Software Engneering,2020
Graphic Designer,Bouri Group,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Market Research Senior Specialist,Nahdet Misr Publishing Group,4,"Mohandessin, Giza",Mohandessin,Experienced,Full Time,Software Engneering,2020
.Net Technical Lead,MigrationIT.com,10,"New Cairo, Cairo",New Cairo,Manager,Full Time,Software Engneering,2020
Business Development Manager,Unknown,3,"Mohandessin, Giza",Mohandessin,Manager,Full Time,Software Engneering,2020
Marketing Executive,ITPS,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior .Net Developer - Cairo,GetTechForce.com,5,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Pre-Sales Engineer - Network & Security,MisrTech,3,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Sales Manager- Alexandria,Stylish Eve,5,"Alexandria, Egypt",Alexandria,Manager,Full Time,Software Engneering,2020
Technical Product Manager,Nagwa,8,"Nasr City, Cairo",Nasr City,Manager,Full Time,Software Engneering,2020
Chief Technical Officer (CTO) Alexandria,Caduceus Lane,4,"Alexandria, Egypt",Alexandria,Manager,Full Time,Software Engneering,2020
NopCommerce Web Application Support Engineer,Crystal Mind,4,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Technical Pre-Sales Consultant,TurnDigital,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Senior Graphic Designer,Arabian Systems,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
Associate Quality Engineer,Sumerge,0,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Scrum Master,Pharous LLC,2,"Alexandria, Egypt",Alexandria,Experienced,Full Time,Software Engneering,2020
Senior DevOps Engineer,Aqarmap.com,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Product Owner,Pharous LLC,2,"Alexandria, Egypt",Alexandria,Experienced,Full Time,Software Engneering,2020
Dynamics CRM Technical Lead,Xceed,10,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Chief Technology Officer (CTO),Unknown,5,"Heliopolis, Cairo",Heliopolis,Manager,Full Time,Software Engneering,2020
Business Development Engineer,Arab Consulting Engineers Moharram-Bakhoum,8,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Senior Quality Control Engineer,Tafeel,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Product Manager,CoatConnect,3,"Downtown, Cairo",Downtown,Experienced,Full Time,Software Engneering,2020
Enterprise Architecture Engineer,Altayar recruitment,3,"Riyadh, Saudi Arabia",Riyadh,Experienced,Full Time,Software Engneering,2020
Full Stack Team Lead,Unknown,5,"Ain Shams, Cairo",Ain Shams,Manager,Full Time,Software Engneering,2020
Business System Analyst,BrandMark - Marketing Solutions,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Front End Intern - Grupo TCS,AIESEC - MANSOURA,6,"Belo Horizonte, Brazil",Belo Horizonte,Entry Level,Internship,Software Engneering,2020
System Administrator,Master Linux,3,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Senior Quality Control Tester,Glamera,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Business Analyst,Sumerge,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Technology CTO - Saudi Arabia - Riyadh,Enwan,2,"Riyadh, Saudi Arabia",Riyadh,Manager,Full Time,Software Engneering,2020
Business Development Specialist,Unknown,1,"Smart Village, Giza",Smart Village,Entry Level,Full Time,Software Engneering,2020
Technical Team Lead,3D Diagnostix,5,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Technical Project Lead - Cairo,Unicom Group,10,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Oracle ERP Consultant (R12) - Alexandria,Unknown,1,"Bourj Alarab, Alexandria",Bourj Alarab,Entry Level,Full Time,Software Engneering,2020
Solution Architect,BlueCloud,10,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
Citrix Engineer,Interact Technology Solutions,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Android Technical Lead,Integrated Technology Group,9,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Database Analyst,Target Recruitment & HR Solutions,2,"Alexandria, Egypt",Alexandria,Experienced,Full Time,Software Engneering,2020
.Net Technical Lead,LINK Development,6,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Technical Product Owner - Alexandria,Procrew,1,"San Stefano, Alexandria",San Stefano,Entry Level,Full Time,Software Engneering,2020
Telecom - Solution Engineer,Alkan CIT,5,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
Technical Team Lead,Dozzan,10,"Dokki, Giza",Dokki,Manager,Full Time,Software Engneering,2020
Advising Program Officer,Amideast,5,"Giza, Egypt",Giza,Experienced,Full Time,Software Engneering,2020
Technical Lead,NGMSA,10,"Alexandria, Egypt",Alexandria,Manager,Full Time,Software Engneering,2020
Help Desk Specialist -Mansoura,Contact,2,"Mansoura, Dakahlia",Mansoura,Experienced,Full Time,Software Engneering,2020
Technical Support Engineer,GUC,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
SQL Server Administrator,DMS,1,"Heliopolis, Cairo",Heliopolis,Entry Level,Full Time,Software Engneering,2020
Technical Writer Team Leader,GET Group- Egypt,7,"Sheraton, Cairo",Sheraton,Manager,Full Time,Software Engneering,2020
ERP Sales Account Manager - KSA Residents only,Peerless,2,"Riyadh, Saudi Arabia",Riyadh,Experienced,Full Time,Software Engneering,2020
Senior System Analyst,RDI,5,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
ERP Business Consultant - (HR Consultant),Dynamicslink,2,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Technical Project Manager,Paymob Solutions,3,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
PHP (Laravel) Team Leader,UnitLabs,6,"Dokki, Giza",Dokki,Manager,Full Time,Software Engneering,2020
Integrated Pest Management Consultant,Abt Associates,5,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
UX/Front End Designer & Creative Web UI Graphic...,Etolv,2,"Dokki, Giza",Dokki,Experienced,Full Time,Software Engneering,2020
Odoo Implementer,Al-Ahmady Motors,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Sales Executive,Unknown,5,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Account Manager - Alexandria,Talabat,1,"Alexandria, Egypt",Alexandria,Entry Level,Full Time,Software Engneering,2020
Programmer,Sega_m,2,"10th Of Ramadan City, Cairo",10th Of Ramadan City,Experienced,Full Time,Software Engneering,2020
Retail Operation Manager,Mr. Tailor,7,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
.Net Team Leader,Excel Systems,7,"Sheikh Zayed, Giza",Sheikh Zayed,Manager,Full Time,Software Engneering,2020
DevOps Consultant,RMG,5,"Riyadh, Saudi Arabia",Riyadh,Experienced,Full Time,Software Engneering,2020
Junior Scrum Master,EasyKash,0,"Giza, Egypt",Giza,Entry Level,Internship,Software Engneering,2020
Chief Technology Officer CTO,Orman,6,"Giza, Giza",Giza,Manager,Full Time,Software Engneering,2020
Full Stack .Net Team Leader,infasme.com,4,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
QSIT Technical Writer,Alkan CIT,1,"Cairo, Egypt",Cairo,Entry Level,Full Time,IT Category,2020
Help Desk Specialist,Contact,2,"Damietta, Damietta",Damietta,Experienced,Full Time,Software Engneering,2020
Product Designer (UX Designer),GET Group- Egypt,4,"Sheraton, Cairo",Sheraton,Experienced,Full Time,Software Engneering,2020
iOS Engineer,CASHU,3,"New Cairo, Cairo",New Cairo,Experienced,Full Time,Software Engneering,2020
CRM Consultant,Xceed,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Technical Team Lead,CASHU,5,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
Account Manager -Qena,Talabat,1,"Qena, Qena",Qena,Entry Level,Full Time,Software Engneering,2020
Technical Support Engineer,ZKTeco,3,"Cairo, Egypt",Cairo,Experienced,Full Time,Software Engneering,2020
System Administrator,New Innovation Technologies,3,"Nasr City, Cairo",Nasr City,Experienced,Full Time,Software Engneering,2020
Sales Force Automation,Ayman Shahin Group,1,"Obour City, Cairo",Obour City,Entry Level,Full Time,Software Engneering,2020
Dutch Technical Support Representative,Sykes Enterprises,1,"Maadi, Cairo",Maadi,Entry Level,Full Time,Software Engneering,2020
Corporate Sales Representative,IT Cores,3,"Heliopolis, Cairo",Heliopolis,Experienced,Full Time,Software Engneering,2020
Technical Support Specialist,Spinneys Egypt,0,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Senior Cloud Engineer,Link Datacenter,2,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Head of Information Technology,AACMI,10,"Nozha, Cairo",Nozha,Manager,Full Time,Software Engneering,2020
Technical Lead,Desklab,8,"New Nozha, Cairo",New Nozha,Manager,Full Time,Software Engneering,2020
Presales Engineer,Sumerge,4,"Maadi, Cairo",Maadi,Experienced,Full Time,Software Engneering,2020
Junior Scrum Master,EasyKash,0,"Giza, Egypt",Giza,Entry Level,Internship,Software Engneering,2020
Tele Sales Representative,Expand Cart,1,"6th Of October, Giza",6th Of October,Entry Level,Full Time,Software Engneering,2020
Territory Channels Sales Manager,Spectro,12,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
General Manager (Technical Background),EZI Codes,10,"Cairo, Egypt",Cairo,Manager,Full Time,Software Engneering,2020
JD Edwards Technical Consultant,MigrationIT.com,2,"Tanta, Gharbia",Tanta,Experienced,Full Time,Software Engneering,2020
QA Testing Engineer,MidEast Communication Systems,1,"New Cairo, Cairo",New Cairo,Entry Level,Full Time,Software Engneering,2020
Territory Channels Sales Manager,Spectro,12,"Maadi, Cairo",Maadi,Manager,Full Time,Software Engneering,2020
Security Solutions & Support Department Manager,ITIDA,15,"6th Of October, Giza",6th Of October,Manager,Full Time,Software Engneering,2020
